Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp
682,City,184,Trip Completed,11-07-2016 13:32,11-07-2016 14:19
1384,City,184,Trip Completed,12-07-2016 01:15,12-07-2016 02:18
2167,Airport,184,Trip Completed,12-07-2016 17:30,12-07-2016 18:30
2295,City,184,Trip Completed,12-07-2016 18:48,12-07-2016 19:12
3109,City,184,Trip Completed,13-07-2016 08:22,13-07-2016 09:18
3293,City,184,Trip Completed,13-07-2016 11:18,13-07-2016 11:52
3444,City,184,Trip Completed,13-07-2016 16:33,13-07-2016 17:49
3660,Airport,184,Trip Completed,13-07-2016 19:22,13-07-2016 19:51
4693,City,184,Trip Completed,14-07-2016 13:01,14-07-2016 14:10
5214,Airport,184,Trip Completed,14-07-2016 20:59,14-07-2016 21:48
5570,City,184,Trip Completed,15-07-2016 05:53,15-07-2016 06:17
6003,Airport,184,Trip Completed,15-07-2016 12:09,15-07-2016 12:57
6663,Airport,184,Trip Completed,15-07-2016 22:22,15-07-2016 23:03
616,Airport,185,Trip Completed,11-07-2016 12:05,11-07-2016 12:48
1056,City,185,Trip Completed,11-07-2016 19:49,11-07-2016 20:28
1903,City,185,Trip Completed,12-07-2016 10:36,12-07-2016 11:32
2643,City,185,Trip Completed,12-07-2016 22:37,12-07-2016 23:34
3291,City,185,Trip Completed,13-07-2016 11:10,13-07-2016 12:31
3965,Airport,185,Trip Completed,13-07-2016 22:50,13-07-2016 23:20
4007,City,185,Trip Completed,13-07-2016 23:46,14-07-2016 00:23
4234,City,185,Trip Completed,14-07-2016 05:59,14-07-2016 07:01
4388,Airport,185,Trip Completed,14-07-2016 07:50,14-07-2016 08:48
4964,City,185,Trip Completed,14-07-2016 18:34,14-07-2016 19:13
5544,City,185,Trip Completed,15-07-2016 05:23,15-07-2016 05:56
6217,City,185,Trip Completed,15-07-2016 17:33,15-07-2016 18:00
1345,Airport,186,Trip Completed,11-07-2016 23:37,12-07-2016 00:09
1874,Airport,186,Trip Completed,12-07-2016 09:56,12-07-2016 10:42
2413,City,186,Trip Completed,12-07-2016 20:02,12-07-2016 21:16
3068,City,186,Trip Completed,13-07-2016 07:59,13-07-2016 08:49
3452,City,186,Trip Completed,13-07-2016 16:52,13-07-2016 17:25
4031,City,186,Trip Completed,14-07-2016 00:22,14-07-2016 00:55
4438,Airport,186,Trip Completed,14-07-2016 08:27,14-07-2016 09:12
5521,Airport,186,Trip Completed,15-07-2016 05:19,15-07-2016 06:27
5832,City,186,Trip Completed,15-07-2016 09:00,15-07-2016 09:55
5990,Airport,186,Trip Completed,15-07-2016 11:43,15-07-2016 12:40
6254,City,186,Trip Completed,15-07-2016 17:57,15-07-2016 18:50
320,City,187,Trip Completed,11-07-2016 07:32,11-07-2016 08:44
717,City,187,Trip Completed,11-07-2016 14:52,11-07-2016 15:46
2074,City,187,Trip Completed,12-07-2016 15:32,12-07-2016 16:24
4576,Airport,187,Trip Completed,14-07-2016 09:57,14-07-2016 11:13
5503,City,187,Trip Completed,15-07-2016 05:11,15-07-2016 06:01
173,City,188,Trip Completed,11-07-2016 05:45,11-07-2016 06:30
698,City,188,Trip Completed,11-07-2016 14:00,11-07-2016 14:49
2039,Airport,188,Trip Completed,12-07-2016 14:29,12-07-2016 15:18
2467,Airport,188,Trip Completed,12-07-2016 20:34,12-07-2016 21:41
2676,Airport,188,Trip Completed,12-07-2016 23:53,13-07-2016 00:26
3038,City,188,Trip Completed,13-07-2016 07:37,13-07-2016 08:33
4003,Airport,188,Trip Completed,13-07-2016 23:40,14-07-2016 00:38
4126,City,188,Trip Completed,14-07-2016 04:40,14-07-2016 05:53
4611,City,188,Trip Completed,14-07-2016 10:34,14-07-2016 11:19
4975,City,188,Trip Completed,14-07-2016 18:42,14-07-2016 19:18
5664,City,188,Trip Completed,15-07-2016 07:03,15-07-2016 07:46
6006,Airport,188,Trip Completed,15-07-2016 12:17,15-07-2016 13:25
6329,City,188,Trip Completed,15-07-2016 18:43,15-07-2016 19:36
2779,Airport,189,Trip Completed,13-07-2016 04:46,13-07-2016 05:41
4216,Airport,189,Trip Completed,14-07-2016 05:38,14-07-2016 06:36
4711,Airport,189,Trip Completed,14-07-2016 13:18,14-07-2016 13:56
4825,City,189,Trip Completed,14-07-2016 17:22,14-07-2016 18:17
6175,City,189,Trip Completed,15-07-2016 16:55,15-07-2016 17:49
2445,City,190,Trip Completed,12-07-2016 20:18,12-07-2016 21:04
2714,Airport,190,Trip Completed,13-07-2016 01:52,13-07-2016 02:51
3089,Airport,190,Trip Completed,13-07-2016 08:11,13-07-2016 08:53
3462,Airport,190,Trip Completed,13-07-2016 17:10,13-07-2016 17:52
4462,Airport,190,Trip Completed,14-07-2016 08:40,14-07-2016 09:22
4698,City,190,Trip Completed,14-07-2016 13:07,14-07-2016 14:13
5098,Airport,190,Trip Completed,14-07-2016 19:50,14-07-2016 20:27
6711,City,190,Trip Completed,15-07-2016 23:07,16-07-2016 00:11
146,Airport,191,Trip Completed,11-07-2016 05:29,11-07-2016 06:08
652,Airport,191,Trip Completed,11-07-2016 12:43,11-07-2016 13:29
1947,Airport,191,Trip Completed,12-07-2016 11:33,12-07-2016 12:09
2236,Airport,191,Trip Completed,12-07-2016 18:16,12-07-2016 19:07
3393,City,191,Trip Completed,13-07-2016 14:42,13-07-2016 15:58
4577,Airport,191,Trip Completed,14-07-2016 09:54,14-07-2016 10:58
4932,City,191,Trip Completed,14-07-2016 18:17,14-07-2016 18:53
5419,City,191,Trip Completed,15-07-2016 02:01,15-07-2016 02:34
5766,City,191,Trip Completed,15-07-2016 08:19,15-07-2016 09:18
6261,Airport,191,Trip Completed,15-07-2016 18:07,15-07-2016 19:07
800,Airport,192,Trip Completed,11-07-2016 17:13,11-07-2016 17:56
1484,Airport,192,Trip Completed,12-07-2016 05:19,12-07-2016 05:55
1989,Airport,192,Trip Completed,12-07-2016 12:30,12-07-2016 13:01
3850,Airport,192,Trip Completed,13-07-2016 21:27,13-07-2016 22:05
4441,City,192,Trip Completed,14-07-2016 08:32,14-07-2016 09:19
4783,Airport,192,Trip Completed,14-07-2016 16:34,14-07-2016 17:21
392,Airport,193,Trip Completed,11-07-2016 08:23,11-07-2016 09:10
653,City,193,Trip Completed,11-07-2016 12:47,11-07-2016 13:53
1283,City,193,Trip Completed,11-07-2016 22:09,11-07-2016 23:18
1860,City,193,Trip Completed,12-07-2016 09:55,12-07-2016 10:32
1910,Airport,193,Trip Completed,12-07-2016 10:41,12-07-2016 11:27
2259,Airport,193,Trip Completed,12-07-2016 18:30,12-07-2016 19:36
2752,Airport,193,Trip Completed,13-07-2016 03:37,13-07-2016 04:19
3385,City,193,Trip Completed,13-07-2016 14:33,13-07-2016 15:21
4915,Airport,193,Trip Completed,14-07-2016 18:12,14-07-2016 19:07
5957,Airport,193,Trip Completed,15-07-2016 10:46,15-07-2016 11:26
5992,City,193,Trip Completed,15-07-2016 11:54,15-07-2016 12:39
6160,Airport,193,Trip Completed,15-07-2016 16:30,15-07-2016 17:39
21,Airport,194,Trip Completed,11-07-2016 01:29,11-07-2016 02:05
106,City,194,Trip Completed,11-07-2016 05:06,11-07-2016 05:38
512,Airport,194,Trip Completed,11-07-2016 09:47,11-07-2016 10:55
760,City,194,Trip Completed,11-07-2016 16:16,11-07-2016 16:54
1098,City,194,Trip Completed,11-07-2016 20:15,11-07-2016 21:03
1314,Airport,194,Trip Completed,11-07-2016 22:44,11-07-2016 23:51
2746,Airport,194,Trip Completed,13-07-2016 03:14,13-07-2016 04:00
3140,Airport,194,Trip Completed,13-07-2016 08:48,13-07-2016 09:41
3314,City,194,Trip Completed,13-07-2016 12:06,13-07-2016 12:50
4157,Airport,194,Trip Completed,14-07-2016 05:04,14-07-2016 05:32
5340,Airport,194,Trip Completed,14-07-2016 22:32,14-07-2016 23:44
6257,Airport,194,Trip Completed,15-07-2016 18:03,15-07-2016 19:04
564,Airport,195,Trip Completed,11-07-2016 10:20,11-07-2016 11:23
1271,Airport,195,Trip Completed,11-07-2016 22:00,11-07-2016 22:38
1647,Airport,195,Trip Completed,12-07-2016 07:13,12-07-2016 07:51
2767,Airport,195,Trip Completed,13-07-2016 04:07,13-07-2016 04:59
3646,Airport,195,Trip Completed,13-07-2016 19:11,13-07-2016 19:48
4865,Airport,195,Trip Completed,14-07-2016 17:37,14-07-2016 18:57
6055,Airport,195,Trip Completed,15-07-2016 13:35,15-07-2016 14:32
6679,Airport,195,Trip Completed,15-07-2016 22:26,15-07-2016 23:08
283,Airport,196,Trip Completed,11-07-2016 07:01,11-07-2016 07:32
489,City,196,Trip Completed,11-07-2016 09:29,11-07-2016 10:21
1559,Airport,196,Trip Completed,12-07-2016 06:09,12-07-2016 06:53
2545,Airport,196,Trip Completed,12-07-2016 21:20,12-07-2016 21:53
3333,City,196,Trip Completed,13-07-2016 12:35,13-07-2016 13:41
4037,Airport,196,Trip Completed,14-07-2016 00:32,14-07-2016 01:17
4578,Airport,196,Trip Completed,14-07-2016 09:59,14-07-2016 11:03
4664,City,196,Trip Completed,14-07-2016 12:23,14-07-2016 12:58
4756,City,196,Trip Completed,14-07-2016 15:20,14-07-2016 16:23
5843,Airport,196,Trip Completed,15-07-2016 09:10,15-07-2016 09:36
6045,City,196,Trip Completed,15-07-2016 13:19,15-07-2016 14:00
6735,Airport,196,Trip Completed,15-07-2016 23:35,16-07-2016 00:11
335,City,197,Trip Completed,11-07-2016 07:39,11-07-2016 08:23
558,City,197,Trip Completed,11-07-2016 10:15,11-07-2016 11:12
844,City,197,Trip Completed,11-07-2016 17:38,11-07-2016 18:48
1186,City,197,Trip Completed,11-07-2016 21:05,11-07-2016 22:16
1705,City,197,Trip Completed,12-07-2016 08:08,12-07-2016 09:00
2469,Airport,197,Trip Completed,12-07-2016 20:43,12-07-2016 21:35
2975,Airport,197,Trip Completed,13-07-2016 06:53,13-07-2016 08:04
3641,City,197,Trip Completed,13-07-2016 19:04,13-07-2016 20:04
4476,Airport,197,Trip Completed,14-07-2016 08:50,14-07-2016 09:38
4969,City,197,Trip Completed,14-07-2016 18:41,14-07-2016 19:09
5737,City,197,Trip Completed,15-07-2016 07:49,15-07-2016 08:58
6102,City,197,Trip Completed,15-07-2016 14:57,15-07-2016 15:30
6721,City,197,Trip Completed,15-07-2016 23:23,16-07-2016 00:18
11,City,198,Trip Completed,11-07-2016 01:00,11-07-2016 01:53
519,City,198,Trip Completed,11-07-2016 09:43,11-07-2016 10:54
1994,Airport,198,Trip Completed,12-07-2016 12:49,12-07-2016 13:48
2483,Airport,198,Trip Completed,12-07-2016 20:46,12-07-2016 21:53
2635,City,198,Trip Completed,12-07-2016 22:26,12-07-2016 23:33
3545,City,198,Trip Completed,13-07-2016 18:00,13-07-2016 18:38
4730,City,198,Trip Completed,14-07-2016 14:12,14-07-2016 15:25
4976,Airport,198,Trip Completed,14-07-2016 18:46,14-07-2016 19:33
5789,Airport,198,Trip Completed,15-07-2016 08:32,15-07-2016 09:15
6030,Airport,198,Trip Completed,15-07-2016 12:54,15-07-2016 14:03
6616,Airport,198,Trip Completed,15-07-2016 21:51,15-07-2016 22:20
165,Airport,199,Trip Completed,11-07-2016 05:39,11-07-2016 06:11
1706,City,199,Trip Completed,12-07-2016 08:11,12-07-2016 09:12
1821,Airport,199,Trip Completed,12-07-2016 09:31,12-07-2016 10:36
2629,City,199,Trip Completed,12-07-2016 22:13,12-07-2016 22:51
5227,Airport,199,Trip Completed,14-07-2016 21:02,14-07-2016 22:19
5374,City,199,Trip Completed,14-07-2016 23:40,15-07-2016 00:46
5823,City,199,Trip Completed,15-07-2016 08:56,15-07-2016 10:07
6007,City,199,Trip Completed,15-07-2016 12:15,15-07-2016 13:03
6736,Airport,199,Trip Completed,15-07-2016 23:36,16-07-2016 00:20
590,City,200,Trip Completed,11-07-2016 11:20,11-07-2016 12:10
779,Airport,200,Trip Completed,11-07-2016 16:40,11-07-2016 17:14
1085,City,200,Trip Completed,11-07-2016 20:03,11-07-2016 20:58
1435,City,200,Trip Completed,12-07-2016 04:46,12-07-2016 05:55
2007,City,200,Trip Completed,12-07-2016 13:24,12-07-2016 14:24
2381,City,200,Trip Completed,12-07-2016 19:41,12-07-2016 20:53
2912,Airport,200,Trip Completed,13-07-2016 06:13,13-07-2016 06:47
3453,Airport,200,Trip Completed,13-07-2016 16:56,13-07-2016 18:07
4180,Airport,200,Trip Completed,14-07-2016 05:18,14-07-2016 05:52
5122,City,200,Trip Completed,14-07-2016 20:04,14-07-2016 20:53
5531,Airport,200,Trip Completed,15-07-2016 05:23,15-07-2016 06:26
6582,City,200,Trip Completed,15-07-2016 21:22,15-07-2016 22:06
406,Airport,201,Trip Completed,11-07-2016 08:36,11-07-2016 09:34
740,Airport,201,Trip Completed,11-07-2016 15:35,11-07-2016 16:15
1312,City,201,Trip Completed,11-07-2016 22:48,11-07-2016 23:37
1540,Airport,201,Trip Completed,12-07-2016 06:04,12-07-2016 06:55
1962,City,201,Trip Completed,12-07-2016 11:59,12-07-2016 13:01
2173,Airport,201,Trip Completed,12-07-2016 17:34,12-07-2016 18:33
3375,City,201,Trip Completed,13-07-2016 14:12,13-07-2016 14:55
3540,City,201,Trip Completed,13-07-2016 17:58,13-07-2016 18:29
4671,City,201,Trip Completed,14-07-2016 12:29,14-07-2016 13:28
5336,Airport,201,Trip Completed,14-07-2016 22:25,14-07-2016 23:41
5734,City,201,Trip Completed,15-07-2016 07:44,15-07-2016 08:53
197,City,202,Trip Completed,11-07-2016 06:00,11-07-2016 06:49
819,Airport,202,Trip Completed,11-07-2016 17:29,11-07-2016 18:12
1527,Airport,202,Trip Completed,12-07-2016 05:52,12-07-2016 07:07
3229,Airport,202,Trip Completed,13-07-2016 09:54,13-07-2016 11:06
4638,City,202,Trip Completed,14-07-2016 11:38,14-07-2016 12:38
5075,City,202,Trip Completed,14-07-2016 19:45,14-07-2016 20:25
5455,City,202,Trip Completed,15-07-2016 03:47,15-07-2016 04:53
5738,City,202,Trip Completed,15-07-2016 07:53,15-07-2016 08:20
6167,Airport,202,Trip Completed,15-07-2016 16:43,15-07-2016 17:24
220,Airport,203,Trip Completed,11-07-2016 06:11,11-07-2016 06:55
909,Airport,203,Trip Completed,11-07-2016 18:16,11-07-2016 19:07
1306,Airport,203,Trip Completed,11-07-2016 22:39,11-07-2016 23:46
2998,City,203,Trip Completed,13-07-2016 07:16,13-07-2016 07:45
3415,City,203,Trip Completed,13-07-2016 15:28,13-07-2016 16:37
3789,City,203,Trip Completed,13-07-2016 20:49,13-07-2016 21:41
4227,Airport,203,Trip Completed,14-07-2016 05:49,14-07-2016 06:53
6490,City,203,Trip Completed,15-07-2016 20:29,15-07-2016 21:17
6712,Airport,203,Trip Completed,15-07-2016 23:02,15-07-2016 23:43
583,Airport,204,Trip Completed,11-07-2016 11:08,11-07-2016 11:58
772,City,204,Trip Completed,11-07-2016 16:25,11-07-2016 17:36
1142,City,204,Trip Completed,11-07-2016 20:42,11-07-2016 21:40
1436,City,204,Trip Completed,12-07-2016 04:46,12-07-2016 05:22
1986,City,204,Trip Completed,12-07-2016 12:32,12-07-2016 13:05
2508,Airport,204,Trip Completed,12-07-2016 21:04,12-07-2016 22:00
2788,City,204,Trip Completed,13-07-2016 04:49,13-07-2016 05:56
2956,Airport,204,Trip Completed,13-07-2016 06:42,13-07-2016 07:35
4518,City,204,Trip Completed,14-07-2016 09:18,14-07-2016 10:20
4681,City,204,Trip Completed,14-07-2016 12:47,14-07-2016 13:22
5041,City,204,Trip Completed,14-07-2016 19:20,14-07-2016 20:21
6176,City,204,Trip Completed,15-07-2016 16:55,15-07-2016 17:44
542,Airport,205,Trip Completed,11-07-2016 10:06,11-07-2016 11:02
605,Airport,205,Trip Completed,11-07-2016 11:42,11-07-2016 12:31
1908,Airport,205,Trip Completed,12-07-2016 10:35,12-07-2016 11:40
3662,City,205,Trip Completed,13-07-2016 19:19,13-07-2016 20:20
4254,City,205,Trip Completed,14-07-2016 06:06,14-07-2016 07:12
5337,City,205,Trip Completed,14-07-2016 22:21,14-07-2016 23:23
5430,City,205,Trip Completed,15-07-2016 02:35,15-07-2016 03:25
6630,Airport,205,Trip Completed,15-07-2016 21:58,15-07-2016 22:50
297,Airport,206,Trip Completed,11-07-2016 07:13,11-07-2016 07:43
501,City,206,Trip Completed,11-07-2016 09:37,11-07-2016 10:10
826,City,206,Trip Completed,11-07-2016 17:32,11-07-2016 18:39
2339,City,206,Trip Completed,12-07-2016 19:19,12-07-2016 20:12
3025,City,206,Trip Completed,13-07-2016 07:32,13-07-2016 08:45
4803,City,206,Trip Completed,14-07-2016 17:02,14-07-2016 18:17
5893,City,206,Trip Completed,15-07-2016 09:42,15-07-2016 10:18
876,Airport,207,Trip Completed,11-07-2016 17:58,11-07-2016 18:33
1318,City,207,Trip Completed,11-07-2016 22:51,11-07-2016 23:45
1477,Airport,207,Trip Completed,12-07-2016 05:16,12-07-2016 06:13
2084,Airport,207,Trip Completed,12-07-2016 15:46,12-07-2016 16:40
2354,Airport,207,Trip Completed,12-07-2016 19:25,12-07-2016 20:09
3407,Airport,207,Trip Completed,13-07-2016 15:24,13-07-2016 16:34
3703,Airport,207,Trip Completed,13-07-2016 19:42,13-07-2016 20:50
4085,Airport,207,Trip Completed,14-07-2016 02:42,14-07-2016 03:28
4625,City,207,Trip Completed,14-07-2016 11:04,14-07-2016 12:14
4866,City,207,Trip Completed,14-07-2016 17:35,14-07-2016 18:27
1278,City,208,Trip Completed,11-07-2016 22:03,11-07-2016 23:05
2037,City,208,Trip Completed,12-07-2016 14:13,12-07-2016 15:04
2567,Airport,208,Trip Completed,12-07-2016 21:37,12-07-2016 22:26
2829,City,208,Trip Completed,13-07-2016 05:20,13-07-2016 06:17
2918,Airport,208,Trip Completed,13-07-2016 06:20,13-07-2016 07:01
3362,Airport,208,Trip Completed,13-07-2016 13:37,13-07-2016 14:36
5615,City,208,Trip Completed,15-07-2016 06:27,15-07-2016 07:32
2008,Airport,209,Trip Completed,12-07-2016 13:23,12-07-2016 14:28
3031,Airport,209,Trip Completed,13-07-2016 07:32,13-07-2016 08:28
3500,Airport,209,Trip Completed,13-07-2016 17:31,13-07-2016 18:11
5079,City,209,Trip Completed,14-07-2016 19:40,14-07-2016 20:16
5967,City,209,Trip Completed,15-07-2016 10:56,15-07-2016 11:55
6375,City,209,Trip Completed,15-07-2016 19:10,15-07-2016 20:24
1551,City,210,Trip Completed,12-07-2016 06:10,12-07-2016 06:54
2041,City,210,Trip Completed,12-07-2016 14:24,12-07-2016 15:13
2666,City,210,Trip Completed,12-07-2016 23:40,13-07-2016 00:22
3348,City,210,Trip Completed,13-07-2016 13:12,13-07-2016 14:05
3518,Airport,210,Trip Completed,13-07-2016 17:45,13-07-2016 18:22
4205,City,210,Trip Completed,14-07-2016 05:35,14-07-2016 06:38
6346,Airport,210,Trip Completed,15-07-2016 18:48,15-07-2016 19:37
6433,City,210,Trip Completed,15-07-2016 19:52,15-07-2016 20:26
1471,City,211,Trip Completed,12-07-2016 05:09,12-07-2016 06:01
1808,Airport,211,Trip Completed,12-07-2016 09:13,12-07-2016 10:30
2017,City,211,Trip Completed,12-07-2016 13:43,12-07-2016 14:22
4483,City,211,Trip Completed,14-07-2016 08:49,14-07-2016 09:21
4639,Airport,211,Trip Completed,14-07-2016 11:31,14-07-2016 12:10
4901,Airport,211,Trip Completed,14-07-2016 18:02,14-07-2016 18:31
5357,City,211,Trip Completed,14-07-2016 23:09,15-07-2016 00:05
6214,Airport,211,Trip Completed,15-07-2016 17:35,15-07-2016 18:32
575,Airport,212,Trip Completed,11-07-2016 10:59,11-07-2016 11:51
753,Airport,212,Trip Completed,11-07-2016 15:58,11-07-2016 17:05
999,City,212,Trip Completed,11-07-2016 19:06,11-07-2016 20:20
1534,Airport,212,Trip Completed,12-07-2016 05:59,12-07-2016 06:58
1773,Airport,212,Trip Completed,12-07-2016 08:57,12-07-2016 10:03
1890,City,212,Trip Completed,12-07-2016 10:08,12-07-2016 11:16
2609,Airport,212,Trip Completed,12-07-2016 22:00,12-07-2016 22:56
2864,City,212,Trip Completed,13-07-2016 05:43,13-07-2016 06:10
3134,City,212,Trip Completed,13-07-2016 08:40,13-07-2016 09:52
3302,City,212,Trip Completed,13-07-2016 11:41,13-07-2016 12:37
3999,Airport,212,Trip Completed,13-07-2016 23:40,14-07-2016 00:44
4450,City,212,Trip Completed,14-07-2016 08:30,14-07-2016 09:07
6376,City,212,Trip Completed,15-07-2016 19:12,15-07-2016 20:13
6622,Airport,212,Trip Completed,15-07-2016 21:46,15-07-2016 22:39
87,City,213,Trip Completed,11-07-2016 04:46,11-07-2016 05:26
859,City,213,Trip Completed,11-07-2016 17:49,11-07-2016 18:45
1170,City,213,Trip Completed,11-07-2016 20:55,11-07-2016 21:28
2511,City,213,Trip Completed,12-07-2016 21:07,12-07-2016 22:15
3427,Airport,213,Trip Completed,13-07-2016 15:52,13-07-2016 16:56
5385,Airport,213,Trip Completed,14-07-2016 00:07,14-07-2016 00:44
4643,Airport,213,Trip Completed,14-07-2016 11:41,14-07-2016 12:32
4850,Airport,213,Trip Completed,14-07-2016 17:34,14-07-2016 18:07
5689,City,213,Trip Completed,15-07-2016 07:21,15-07-2016 07:59
600,City,214,Trip Completed,11-07-2016 11:38,11-07-2016 12:47
2053,Airport,214,Trip Completed,12-07-2016 14:50,12-07-2016 15:56
2256,Airport,214,Trip Completed,12-07-2016 18:25,12-07-2016 18:53
2947,City,214,Trip Completed,13-07-2016 06:35,13-07-2016 07:24
3834,City,214,Trip Completed,13-07-2016 21:21,13-07-2016 22:29
4414,Airport,214,Trip Completed,14-07-2016 08:08,14-07-2016 08:57
5901,City,214,Trip Completed,15-07-2016 09:53,15-07-2016 11:01
214,City,215,Trip Completed,11-07-2016 06:13,11-07-2016 06:53
423,City,215,Trip Completed,11-07-2016 08:36,11-07-2016 09:21
1138,City,215,Trip Completed,11-07-2016 20:30,11-07-2016 21:12
1977,Airport,215,Trip Completed,12-07-2016 12:24,12-07-2016 13:07
2328,City,215,Trip Completed,12-07-2016 19:12,12-07-2016 20:01
2990,City,215,Trip Completed,13-07-2016 07:10,13-07-2016 08:11
3658,Airport,215,Trip Completed,13-07-2016 19:24,13-07-2016 20:08
4471,City,215,Trip Completed,14-07-2016 08:46,14-07-2016 09:27
4767,Airport,215,Trip Completed,14-07-2016 15:34,14-07-2016 16:29
5505,City,215,Trip Completed,15-07-2016 05:02,15-07-2016 05:49
5850,City,215,Trip Completed,15-07-2016 09:03,15-07-2016 10:14
484,City,216,Trip Completed,11-07-2016 09:24,11-07-2016 10:10
855,City,216,Trip Completed,11-07-2016 17:50,11-07-2016 18:27
2709,Airport,216,Trip Completed,13-07-2016 01:27,13-07-2016 02:10
5556,City,216,Trip Completed,15-07-2016 05:35,15-07-2016 06:49
5648,Airport,216,Trip Completed,15-07-2016 06:55,15-07-2016 07:37
114,City,217,Trip Completed,11-07-2016 05:10,11-07-2016 05:40
470,City,217,Trip Completed,11-07-2016 09:22,11-07-2016 10:00
1446,City,217,Trip Completed,12-07-2016 04:45,12-07-2016 05:38
3466,City,217,Trip Completed,13-07-2016 17:12,13-07-2016 17:59
4775,Airport,217,Trip Completed,14-07-2016 16:07,14-07-2016 16:53
1065,Airport,218,Trip Completed,11-07-2016 19:51,11-07-2016 20:43
1457,Airport,218,Trip Completed,12-07-2016 04:58,12-07-2016 05:26
3363,City,218,Trip Completed,13-07-2016 13:36,13-07-2016 14:34
3994,Airport,218,Trip Completed,13-07-2016 23:21,14-07-2016 00:07
4340,City,218,Trip Completed,14-07-2016 07:13,14-07-2016 08:07
4902,City,218,Trip Completed,14-07-2016 18:03,14-07-2016 19:11
5360,Airport,218,Trip Completed,14-07-2016 23:19,14-07-2016 23:58
5665,City,218,Trip Completed,15-07-2016 07:03,15-07-2016 08:03
5977,City,218,Trip Completed,15-07-2016 11:27,15-07-2016 12:04
6742,City,218,Trip Completed,15-07-2016 23:38,16-07-2016 00:39
280,Airport,219,Trip Completed,11-07-2016 07:05,11-07-2016 07:41
475,Airport,219,Trip Completed,11-07-2016 09:24,11-07-2016 10:21
1350,City,219,Trip Completed,11-07-2016 23:40,12-07-2016 00:26
2707,Airport,219,Trip Completed,13-07-2016 01:17,13-07-2016 02:35
2928,Airport,219,Trip Completed,13-07-2016 06:26,13-07-2016 07:18
4534,City,219,Trip Completed,14-07-2016 09:29,14-07-2016 10:16
4715,City,219,Trip Completed,14-07-2016 13:22,14-07-2016 14:27
4814,Airport,219,Trip Completed,14-07-2016 17:17,14-07-2016 17:59
5878,City,219,Trip Completed,15-07-2016 09:33,15-07-2016 10:30
6076,Airport,219,Trip Completed,15-07-2016 14:13,15-07-2016 14:45
609,City,220,Trip Completed,11-07-2016 11:52,11-07-2016 12:47
1414,Airport,220,Trip Completed,12-07-2016 03:25,12-07-2016 04:33
1713,Airport,220,Trip Completed,12-07-2016 08:08,12-07-2016 08:45
1991,City,220,Trip Completed,12-07-2016 12:32,12-07-2016 13:21
2082,Airport,220,Trip Completed,12-07-2016 15:42,12-07-2016 16:38
2798,City,220,Trip Completed,13-07-2016 04:51,13-07-2016 05:25
3763,City,220,Trip Completed,13-07-2016 20:35,13-07-2016 21:39
4091,Airport,220,Trip Completed,14-07-2016 03:00,14-07-2016 03:36
4372,City,220,Trip Completed,14-07-2016 07:32,14-07-2016 08:49
4609,City,220,Trip Completed,14-07-2016 10:26,14-07-2016 11:32
4949,Airport,220,Trip Completed,14-07-2016 18:28,14-07-2016 18:58
6004,Airport,220,Trip Completed,15-07-2016 12:12,15-07-2016 13:25
304,City,221,Trip Completed,11-07-2016 07:21,11-07-2016 07:50
700,City,221,Trip Completed,11-07-2016 14:05,11-07-2016 14:40
1708,Airport,221,Trip Completed,12-07-2016 08:10,12-07-2016 08:39
1918,City,221,Trip Completed,12-07-2016 10:56,12-07-2016 12:10
2067,Airport,221,Trip Completed,12-07-2016 15:13,12-07-2016 16:14
3632,City,221,Trip Completed,13-07-2016 19:02,13-07-2016 20:07
4332,City,221,Trip Completed,14-07-2016 07:10,14-07-2016 08:06
4875,City,221,Trip Completed,14-07-2016 17:50,14-07-2016 18:31
5108,City,221,Trip Completed,14-07-2016 20:03,14-07-2016 20:30
5683,Airport,221,Trip Completed,15-07-2016 07:15,15-07-2016 08:00
5976,Airport,221,Trip Completed,15-07-2016 11:10,15-07-2016 12:32
6229,City,221,Trip Completed,15-07-2016 17:43,15-07-2016 18:31
6478,Airport,221,Trip Completed,15-07-2016 20:14,15-07-2016 20:58
1295,City,222,Trip Completed,11-07-2016 22:25,11-07-2016 23:03
1829,Airport,222,Trip Completed,12-07-2016 09:33,12-07-2016 10:20
2135,City,222,Trip Completed,12-07-2016 17:12,12-07-2016 17:58
2719,City,222,Trip Completed,13-07-2016 02:10,13-07-2016 02:52
3016,Airport,222,Trip Completed,13-07-2016 07:30,13-07-2016 08:11
4065,City,222,Trip Completed,14-07-2016 01:54,14-07-2016 02:43
4911,City,222,Trip Completed,14-07-2016 18:09,14-07-2016 19:07
5338,Airport,222,Trip Completed,14-07-2016 22:27,14-07-2016 23:34
6086,City,222,Trip Completed,15-07-2016 14:22,15-07-2016 15:18
6457,Airport,222,Trip Completed,15-07-2016 20:06,15-07-2016 21:19
330,Airport,223,Trip Completed,11-07-2016 07:39,11-07-2016 08:52
626,Airport,223,Trip Completed,11-07-2016 12:10,11-07-2016 13:00
857,City,223,Trip Completed,11-07-2016 17:52,11-07-2016 18:42
2679,Airport,223,Trip Completed,12-07-2016 23:54,13-07-2016 01:10
3098,Airport,223,Trip Completed,13-07-2016 08:22,13-07-2016 08:54
3344,Airport,223,Trip Completed,13-07-2016 13:03,13-07-2016 13:56
